Cell,Parent,LineageName,Birth,Death,Type,Description
hyp7,V6Lppp,V6Lpppa,2330,,hypoderm,Postembryonic large hypodermal syncytium.
V6Lpppp,V6Lppp,V6Lpppp,2330,,,
hyp7,V6Lpppp,V6Lppppa,2900,,hypoderm,Postembryonic large hypodermal syncytium.
se,V6Lpppp,V6Lppppp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V6R,V6Ra,1106,,hypoderm,Postembryonic large hypodermal syncytium.
V6Rp,V6R,V6Rp,1106,,,
V6Rpa,V6Rp,V6Rpa,1808,,,
hyp7,V6Rpa,V6Rpaa,1880,,hypoderm,Postembryonic large hypodermal syncytium.
V6Rpap,V6Rpa,V6Rpap,1880,,,
hyp7,V6Rpap,V6Rpapa,2330,,hypoderm,Postembryonic large hypodermal syncytium.
V6Rpapp,V6Rpap,V6Rpapp,2330,,,
hyp7,V6Rpapp,V6Rpappa,2900,,hypoderm,Postembryonic large hypodermal syncytium.
se,V6Rpapp,V6Rpappp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V6Rpp,V6Rp,V6Rpp,1808,,,
hyp7,V6Rpp,V6Rppa,1880,,hypoderm,Postembryonic large hypodermal syncytium.
V6Rppp,V6Rpp,V6Rppp,1880,,,
hyp7,V6Rppp,V6Rpppa,2330,,hypoderm,Postembryonic large hypodermal syncytium.
V6Rpppp,V6Rppp,V6Rpppp,2330,,,
hyp7,V6Rpppp,V6Rppppa,2900,,hypoderm,Postembryonic large hypodermal syncytium.
se,V6Rpppp,V6Rppppp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
Wa,W,Wa,1220,,,
Waa,Wa,Waa,1346,,,
AVFR,Waa,Waaa,1490,,neuron,A stochastic differentiation between AVFL and AVFR
VB2,Waa,Waap,1490,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
Wap,Wa,Wap,1346,1460,,
Wp,W,Wp,1220,,,
VA1,Wp,Wpa,1346,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VD1,Wp,Wpp,1346,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
Z1a,Z1,Z1a,1280,,,
gon herm dtc a,Z1a,Z1aa,1430,,repro,"Anterior distal tip cell, inhibits meiosis in neighboring germ cells, lead gonad during morphogenesis."
Z1ap,Z1a,Z1ap,1430,,,
gon herm dish A,Z1ap,Z1apa,2450,,epithelium,"Anterior epithelial sheath of distal gonad arm, no muscle fibers."
Z1app,Z1ap,Z1app,2450,,,
Z1appa,Z1app,Z1appa,2660,,,
Z1appaa,Z1appa,Z1appaa,2810,,,
gon herm prsh A,Z1appaa,Z1appaaa,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
gon herm prsh A,Z1appaa,Z1appaap,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
Z1appap,Z1appa,Z1appap,2810,,,
gon herm prsh A,Z1appap,Z1appapa,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
gon herm prsh A,Z1appap,Z1appapp,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
Z1appp,Z1app,Z1appp,2660,,,
Z1apppa,Z1appp,Z1apppa,2810,,,
Z1apppaa,Z1apppa,Z1apppaa,2870,,,
Z1apppaaa,Z1apppaa,Z1apppaaa,2960,,,
gon herm spth A,Z1apppaaa,Z1apppaaaa,2990,,repro,Anterior spermatheca.
gon herm spth A,Z1apppaaa,Z1apppaaap,2990,,repro,Anterior spermatheca.
Z1apppaap,Z1apppaa,Z1apppaap,2960,,,
gon herm spth A,Z1apppaap,Z1apppaapa,3020,,repro,Anterior spermatheca.
gon herm spth A,Z1apppaap,Z1apppaapp,3020,,repro,Anterior spermatheca.
Z1apppap,Z1apppa,Z1apppap,2870,,,
Z1apppapa,Z1apppap,Z1apppapa,2960,,,
gon herm spth A,Z1apppapa,Z1apppapaa,3020,,repro,Anterior spermatheca.
gon herm spth A,Z1apppapa,Z1apppapap,3020,,repro,Anterior spermatheca.
gon herm spth A,Z1apppap,Z1apppapp,2960,,repro,Anterior spermatheca.
Z1apppp,Z1appp,Z1apppp,2810,,,
gon herm spth A,Z1apppp,Z1appppa,2900,,repro,Anterior spermatheca.
gon herm spth A,Z1apppp,Z1appppp,2900,,repro,Anterior spermatheca.
Z1p,Z1,Z1p,1280,,,
Z1pa,Z1p,Z1pa,1430,,,
Z1paa,Z1pa,Z1paa,1820,,,
gon herm dish A,Z1paa,Z1paaa,2450,,epithelium,"Anterior epithelial sheath of distal gonad arm, no muscle fibers."
Z1paap,Z1paa,Z1paap,2450,,,
Z1paapa,Z1paap,Z1paapa,2660,,,
Z1paapaa,Z1paapa,Z1paapaa,2810,,,
gon herm prsh A,Z1paapaa,Z1paapaaa,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
gon herm prsh A,Z1paapaa,Z1paapaap,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
Z1paapap,Z1paapa,Z1paapap,2810,,,
gon herm prsh A,Z1paapap,Z1paapapa,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
gon herm prsh A,Z1paapap,Z1paapapp,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers."
Z1paapp,Z1paap,Z1paapp,2660,,,
Z1paappa,Z1paapp,Z1paappa,2810,,,
Z1paappaa,Z1paappa,Z1paappaa,2870,,,
Z1paappaaa,Z1paappaa,Z1paappaaa,2960,,,
gon herm spth A,Z1paappaaa,Z1paappaaaa,2990,,repro,Anterior spermatheca.
gon herm spth A,Z1paappaaa,Z1paappaaap,2990,,repro,Anterior spermatheca.
Z1paappaap,Z1paappaa,Z1paappaap,2960,,,
gon herm spth A,Z1paappaap,Z1paappaapa,3020,,repro,Anterior spermatheca.
gon herm spth A,Z1paappaap,Z1paappaapp,3020,,repro,Anterior spermatheca.
Z1paappap,Z1paappa,Z1paappap,2870,,,
Z1paappapa,Z1paappap,Z1paappapa,2960,,,
gon herm spth A,Z1paappapa,Z1paappapaa,3020,,repro,Anterior spermatheca.
gon herm spth A,Z1paappapa,Z1paappapap,3020,,repro,Anterior spermatheca.
gon herm spth A,Z1paappap,Z1paappapp,2960,,repro,Anterior spermatheca.
Z1paappp,Z1paapp,Z1paappp,2810,,,
gon herm spth A,Z1paappp,Z1paapppa,2900,,repro,Anterior spermatheca.
gon herm spth A,Z1paappp,Z1paapppp,2900,,repro,Anterior spermatheca.
Z1pap,Z1pa,Z1pap,1820,,,
Z1papa,Z1pap,Z1papa,2420,,,
Z1papaa,Z1papa,Z1papaa,2510,,,
Z1papaaa,Z1papaa,Z1papaaa,2660,,,
gon herm spth A,Z1papaaa,Z1papaaad,2870,,repro,Anterior spermatheca.
gon herm spth A,Z1papaaa,Z1papaaav,2870,,repro,Anterior spermatheca.
Z1papaap,Z1papaa,Z1papaap,2660,,,
gon herm sujn A,Z1papaap,Z1papaapd,2870,,repro,Anterior spermathecal-uterine junction.
gon herm spth A,Z1papaap,Z1papaapv,2870,,repro,Anterior spermatheca.
Z1papap,Z1papa,Z1papap,2510,,,
Z1papapa,Z1papap,Z1papapa,2660,,,
Z1papapaa,Z1papapa,Z1papapaa,2840,,,
gon herm sujn A,Z1papapaa,Z1papapaaa,2930,,repro,Anterior spermathecal-uterine junction.
gon herm dut,Z1papapaa,Z1papapaap,2930,,repro,Dorsal uterus.
Z1papapap,Z1papapa,Z1papapap,2840,,,
gon herm dut,Z1papapap,Z1papapapa,2930,,repro,Dorsal uterus.
gon herm dut,Z1papapap,Z1papapapp,2930,,repro,Dorsal uterus.
Z1papapp,Z1papap,Z1papapp,2660,,,
Z1papappa,Z1papapp,Z1papappa,2840,,,
gon herm dut,Z1papappa,Z1papappaa,2930,,repro,Dorsal uterus.
gon herm dut,Z1papappa,Z1papappap,2930,,repro,Dorsal uterus.
Z1papappp,Z1papapp,Z1papappp,2840,,,
gon herm dut,Z1papappp,Z1papapppa,2930,,repro,Dorsal uterus.
gon herm dut,Z1papappp,Z1papapppp,2930,,repro,Dorsal uterus.
Z1papp,Z1pap,Z1papp,2420,,,
Z1pappa,Z1papp,Z1pappa,2510,,,
Z1pappaa,Z1pappa,Z1pappaa,2660,,,
Z1pappaaa,Z1pappaa,Z1pappaaa,2840,,,
gon herm dut,Z1pappaaa,Z1pappaaaa,2930,,repro,Dorsal uterus.
gon herm dut,Z1pappaaa,Z1pappaaap,2930,,repro,Dorsal uterus.
Z1pappaap,Z1pappaa,Z1pappaap,2840,,,
gon herm dut,Z1pappaap,Z1pappaapa,2930,,repro,Dorsal uterus.
gon herm dut,Z1pappaap,Z1pappaapp,2930,,repro,Dorsal uterus.
Z1pappap,Z1pappa,Z1pappap,2660,,,
Z1pappapa,Z1pappap,Z1pappapa,2840,,,
gon herm dut,Z1pappapa,Z1pappapaa,2930,,repro,Dorsal uterus.
gon herm dut,Z1pappapa,Z1pappapap,2930,,repro,Dorsal uterus.
Z1pappapp,Z1pappap,Z1pappapp,2840,,,
gon herm dut,Z1pappapp,Z1pappappa,2930,,repro,Dorsal uterus.
gon herm sujn P,Z1pappapp,Z1pappappp,2930,,repro,Posterior spermathecal-uterine junction.
Z1pappp,Z1papp,Z1pappp,2510,,,
Z1papppa,Z1pappp,Z1papppa,2660,,,
gon herm sujn P,Z1papppa,Z1papppad,2870,,repro,Posterior spermathecal-uterine junction.
gon herm spth P,Z1papppa,Z1papppav,2870,,repro,Posterior spermatheca.
Z1papppp,Z1pappp,Z1papppp,2660,,,
gon herm spth P,Z1papppp,Z1pappppd,2870,,repro,Posterior spermatheca.
gon herm spth P,Z1papppp,Z1pappppv,2870,,repro,Posterior spermatheca.
Z1pp,Z1p,Z1pp,1430,,,
Z1ppa,Z1pp,Z1ppa,1820,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppaa,Z1ppa,Z1ppaa,2480,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppaaa,Z1ppaa,Z1ppaaa,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppaaaa,Z1ppaaa,Z1ppaaaa,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm sujn A,Z1ppaaaa,Z1ppaaaaa,2900,,repro,Anterior spermathecal-uterine junction; part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaaaa,Z1ppaaaap,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppaaap,Z1ppaaa,Z1ppaaap,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm sujn A,Z1ppaaap,Z1ppaaapa,2900,,repro,Anterior spermathecal-uterine junction; part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaaap,Z1ppaaapp,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppaap,Z1ppaa,Z1ppaap,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppaapa,Z1ppaap,Z1ppaapa,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaapa,Z1ppaapaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaapa,Z1ppaapap,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppaapp,Z1ppaap,Z1ppaapp,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaapp,Z1ppaappa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaapp,Z1ppaappp,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppap,Z1ppa,Z1ppap,2480,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppapa,Z1ppap,Z1ppapa,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppapa,Z1ppapad,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppapa,Z1ppapav,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z1ppapp,Z1ppap,Z1ppapp,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppapp,Z1ppappd,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppapp,Z1ppappv,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm anch,Z1pp,Z1ppp,1820,,repro,"Anchor cell, induces vulva; part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L."
Z4a,Z4,Z4a,1310,,,
Z4aa,Z4a,Z4aa,1460,,,
Z4aaa,Z4aa,Z4aaa,1820,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaaa,Z4aaa,Z4aaaa,2480,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaaaa,Z4aaaa,Z4aaaaa,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaaaaa,Z4aaaaa,Z4aaaaaa,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaaaaa,Z4aaaaaaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaaaaa,Z4aaaaaap,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaaaap,Z4aaaaa,Z4aaaaap,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaaaap,Z4aaaaapa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaaaap,Z4aaaaapp,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaaap,Z4aaaa,Z4aaaap,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaaap,Z4aaaapd,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaaap,Z4aaaapv,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaap,Z4aaa,Z4aaap,2480,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaapa,Z4aaap,Z4aaapa,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaapa,Z4aaapad,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaapa,Z4aaapav,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aaapp,Z4aaap,Z4aaapp,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaapp,Z4aaappd,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aaapp,Z4aaappv,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aap,Z4aa,Z4aap,1820,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapa,Z4aap,Z4aapa,2480,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapaa,Z4aapa,Z4aapaa,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapaa,Z4aapaad,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapaa,Z4aapaav,2840,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapap,Z4aapa,Z4aapap,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapapa,Z4aapap,Z4aapapa,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapapa,Z4aapapaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapapa,Z4aapapap,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapapp,Z4aapap,Z4aapapp,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapapp,Z4aapappa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapapp,Z4aapappp,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapp,Z4aap,Z4aapp,2480,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aappa,Z4aapp,Z4aappa,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aappaa,Z4aappa,Z4aappaa,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aappaa,Z4aappaaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aappaa,Z4aappaap,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aappap,Z4aappa,Z4aappap,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aappap,Z4aappapa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aappap,Z4aappapp,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aappp,Z4aapp,Z4aappp,2660,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapppa,Z4aappp,Z4aapppa,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapppa,Z4aapppaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm sujn P,Z4aapppa,Z4aapppap,2900,,repro,Posterior spermathecal-uterine junction. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4aapppp,Z4aappp,Z4aapppp,2840,,,Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z4aapppp,Z4aappppa,2900,,repro,Ventral uterus. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm sujn P,Z4aapppp,Z4aappppp,2900,,repro,Posterior spermathecal-uterine junction. Part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
Z4ap,Z4a,Z4ap,1460,,,
Z4apa,Z4ap,Z4apa,1820,,,
Z4apaa,Z4apa,Z4apaa,2420,,,
Z4apaaa,Z4apaa,Z4apaaa,2480,,,
Z4apaaaa,Z4apaaa,Z4apaaaa,2660,,,
gon herm spth A,Z4apaaaa,Z4apaaaad,2840,,repro,Anterior spermatheca.
gon herm spth A,Z4apaaaa,Z4apaaaav,2840,,repro,Anterior spermatheca.
Z4apaaap,Z4apaaa,Z4apaaap,2660,,,
gon herm sujn A,Z4apaaap,Z4apaaapd,2840,,repro,Anterior spermathecal-uterine junction.
gon herm spth A,Z4apaaap,Z4apaaapv,2840,,repro,Anterior spermatheca.
Z4apaap,Z4apaa,Z4apaap,2480,,,
Z4apaapa,Z4apaap,Z4apaapa,2630,,,
Z4apaapaa,Z4apaapa,Z4apaapaa,2810,,,
gon herm sujn A,Z4apaapaa,Z4apaapaaa,2960,,repro,Anterior spermathecal-uterine junction.
gon herm dut,Z4apaapaa,Z4apaapaap,2960,,repro,Dorsal uterus.
Z4apaapap,Z4apaapa,Z4apaapap,2810,,,
gon herm dut,Z4apaapap,Z4apaapapa,2960,,repro,Dorsal uterus.
gon herm dut,Z4apaapap,Z4apaapapp,2960,,repro,Dorsal uterus.
Z4apaapp,Z4apaap,Z4apaapp,2630,,,
Z4apaappa,Z4apaapp,Z4apaappa,2810,,,
gon herm dut,Z4apaappa,Z4apaappaa,2960,,repro,Dorsal uterus.
gon herm dut,Z4apaappa,Z4apaappap,2960,,repro,Dorsal uterus.
Z4apaappp,Z4apaapp,Z4apaappp,2810,,,
gon herm dut,Z4apaappp,Z4apaapppa,2960,,repro,Dorsal uterus.
gon herm dut,Z4apaappp,Z4apaapppp,2960,,repro,Dorsal uterus.
Z4apap,Z4apa,Z4apap,2420,,,
Z4apapa,Z4apap,Z4apapa,2480,,,
Z4apapaa,Z4apapa,Z4apapaa,2630,,,
Z4apapaaa,Z4apapaa,Z4apapaaa,2810,,,
gon herm dut,Z4apapaaa,Z4apapaaaa,2960,,repro,Dorsal uterus.
gon herm dut,Z4apapaaa,Z4apapaaap,2960,,repro,Dorsal uterus.
Z4apapaap,Z4apapaa,Z4apapaap,2810,,,
gon herm dut,Z4apapaap,Z4apapaapa,2960,,repro,Dorsal uterus.
gon herm dut,Z4apapaap,Z4apapaapp,2960,,repro,Dorsal uterus.
Z4apapap,Z4apapa,Z4apapap,2630,,,
Z4apapapa,Z4apapap,Z4apapapa,2810,,,
gon herm dut,Z4apapapa,Z4apapapaa,2960,,repro,Dorsal uterus.
gon herm dut,Z4apapapa,Z4apapapap,2960,,repro,Dorsal uterus.
Z4apapapp,Z4apapap,Z4apapapp,2810,,,
gon herm dut,Z4apapapp,Z4apapappa,2960,,repro,Dorsal uterus.
gon herm sujn P,Z4apapapp,Z4apapappp,2960,,repro,Posterior spermathecal-uterine junction.
Z4apapp,Z4apap,Z4apapp,2480,,,
Z4apappa,Z4apapp,Z4apappa,2660,,,
gon herm sujn P,Z4apappa,Z4apappad,2870,,repro,Posterior spermathecal-uterine junction.
gon herm spth P,Z4apappa,Z4apappav,2870,,repro,Posterior spermatheca.
Z4apappp,Z4apapp,Z4apappp,2660,,,
gon herm spth P,Z4apappp,Z4apapppd,2870,,repro,Posterior spermatheca.
gon herm spth P,Z4apappp,Z4apapppv,2870,,repro,Posterior spermatheca.
Z4app,Z4ap,Z4app,1820,,,
Z4appa,Z4app,Z4appa,2450,,,
Z4appaa,Z4appa,Z4appaa,2630,,,
Z4appaaa,Z4appaa,Z4appaaa,2810,,,
gon herm spth P,Z4appaaa,Z4appaaaa,2900,,repro,Posterior spermatheca.
gon herm spth P,Z4appaaa,Z4appaaap,2900,,repro,Posterior spermatheca.
Z4appaap,Z4appaa,Z4appaap,2810,,,
Z4appaapa,Z4appaap,Z4appaapa,2882,,,
gon herm spth P,Z4appaapa,Z4appaapaa,2960,,repro,Posterior spermatheca.
Z4appaapap,Z4appaapa,Z4appaapap,2960,,,
gon herm spth P,Z4appaapap,Z4appaapapa,2990,,repro,Posterior spermatheca.
gon herm spth P,Z4appaapap,Z4appaapapp,2990,,repro,Posterior spermatheca.
Z4appaapp,Z4appaap,Z4appaapp,2882,,,
Z4appaappa,Z4appaapp,Z4appaappa,2960,,,
gon herm spth P,Z4appaappa,Z4appaappaa,2990,,repro,Posterior spermatheca.
gon herm spth P,Z4appaappa,Z4appaappap,2990,,repro,Posterior spermatheca.
Z4appaappp,Z4appaapp,Z4appaappp,2960,,,
gon herm spth P,Z4appaappp,Z4appaapppa,2972,,repro,Posterior spermatheca.
gon herm spth P,Z4appaappp,Z4appaapppp,2972,,repro,Posterior spermatheca.
Z4appap,Z4appa,Z4appap,2630,,,
Z4appapa,Z4appap,Z4appapa,2810,,,
posterior sheath,Z4appapa,Z4appapaa,2900,,repro,
posterior sheath,Z4appapa,Z4appapap,2900,,repro,
Z4appapp,Z4appap,Z4appapp,2810,,,
posterior sheath,Z4appapp,Z4appappa,2882,,repro,
posterior sheath,Z4appapp,Z4appappp,2882,,repro,
gon herm dish P,Z4app,Z4appp,2450,,epithelium,"Posterior epithelial sheath of distal gonad arm, no muscle fibers."
Z4p,Z4,Z4p,1310,,,
Z4pa,Z4p,Z4pa,1460,,,
Z4paa,Z4pa,Z4paa,2450,,,
Z4paaa,Z4paa,Z4paaa,2630,,,
Z4paaaa,Z4paaa,Z4paaaa,2810,,,
gon herm spth P,Z4paaaa,Z4paaaaa,2930,,repro,Posterior spermatheca.
gon herm spth P,Z4paaaa,Z4paaaap,2930,,repro,Posterior spermatheca.
Z4paaap,Z4paaa,Z4paaap,2810,,,
Z4paaapa,Z4paaap,Z4paaapa,2882,,,
gon herm spth P,Z4paaapa,Z4paaapaa,2960,,repro,Posterior spermatheca.
Z4paaapap,Z4paaapa,Z4paaapap,2960,,,
gon herm spth P,Z4paaapap,Z4paaapapa,2990,,repro,Posterior spermatheca.
gon herm spth P,Z4paaapap,Z4paaapapp,2990,,repro,Posterior spermatheca.
Z4paaapp,Z4paaap,Z4paaapp,2882,,,
Z4paaappa,Z4paaapp,Z4paaappa,2960,,,
gon herm spth P,Z4paaappa,Z4paaappaa,2990,,repro,Posterior spermatheca.
gon herm spth P,Z4paaappa,Z4paaappap,2990,,repro,Posterior spermatheca.
Z4paaappp,Z4paaapp,Z4paaappp,2960,,,
gon herm spth P,Z4paaappp,Z4paaapppa,2990,,repro,Posterior spermatheca.
gon herm spth P,Z4paaappp,Z4paaapppp,2990,,repro,Posterior spermatheca.
Z4paap,Z4paa,Z4paap,2630,,,
Z4paapa,Z4paap,Z4paapa,2810,,,
gon herm prsh P,Z4paapa,Z4paapaa,2900,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers."
gon herm prsh P,Z4paapa,Z4paapap,2900,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers."
Z4paapp,Z4paap,Z4paapp,2810,,,
