Cell,Parent,LineageName,Birth,Death,Type,Description,Unnamed: 7,Unnamed: 8
Z4aaa,Z4aa,Z4aaa,1820.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
V2Lppp,V2Lpp,V2Lppp,1820.0,,,,,
hyp7,V5Lpp,V5Lppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rpaa,V5Rpa,V5Rpaa,1820.0,,,,,
V5Rppp,V5Rpp,V5Rppp,1820.0,,,,,
hyp7,V3Lpa,V3Lpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Rpp,V3Rppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
TRapp,TRap,TRapp,1832.0,,,,,
TLapa,TLap,TLapa,1832.0,,,,,
TRapa,TRap,TRapa,1832.0,,,,,
TLapp,TLap,TLapp,1832.0,,,,,
hyp7,V6Rpa,V6Rpaa,1880.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Rppp,V6Rpp,V6Rppp,1880.0,,,,,
V6Lpap,V6Lpa,V6Lpap,1880.0,,,,,
V6Lppp,V6Lpp,V6Lppp,1880.0,,,,,
V6Rpap,V6Rpa,V6Rpap,1880.0,,,,,
hyp7,V6Rpp,V6Rppa,1880.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rpaap,V5Rpaa,V5Rpaap,1880.0,,,,,
PDEL,V5Lpaa,V5Lpaaa,1880.0,,neuron,"Neuron, dopaminergic, postdeirid sensillum.",,
hyp7,V6Lpa,V6Lpaa,1880.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Lpaap,V5Lpaa,V5Lpaap,1880.0,,,,,
PDER,V5Rpaa,V5Rpaaa,1880.0,,neuron,"Neuron, dopaminergic, postdeirid sensillum.",,
hyp7,V6Lpp,V6Lppa,1880.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
PDEsoL,V5Lpap,V5Lpapa,1886.0,,socket,"Socket, postderid sensillum, contains dopamine.",,
PDEsoR,V5Rpap,V5Rpapa,1886.0,,socket,"Socket, postderid sensillum, contains dopamine.",,
PDEshR,V5Rpap,V5Rpapp,1886.0,,sheath,"Sheath, postdeirid sensillum, contains dopamine.",,
PDEshL,V5Lpap,V5Lpapp,1886.0,,sheath,"Sheath, postdeirid sensillum, contains dopamine.",,
V5Rpaapp,V5Rpaap,V5Rpaapp,1940.0,2090.0,,,,
V5Lpaapp,V5Lpaap,V5Lpaapp,1940.0,2090.0,,,,
exc socket,G2,G2p,1940.0,,excretory,"Excretory socket, links duct to hypodermis.",,
G2a,G2,G2a,1940.0,,,,,
PVDR,V5Rpaap,V5Rpaapa,1940.0,,neuron,"Neuron, lateral process adjacent to excretory canal.",,
PVDL,V5Lpaap,V5Lpaapa,1940.0,,neuron,"Neuron, lateral process adjacent to excretory canal.",,
PVNR,TRapp,TRappp,2000.0,,neuron,"Interneuron, projects into nerve ring, has several branches, sens process into vulval region.",,
se,TRapp,TRappa,2000.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,TLapa,TLapap,2000.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
PVNL,TLapp,TLappp,2000.0,,neuron,"Interneuron, projects into nerve ring, has several branches, sens process into vulval region.",,
hyp7,TRapa,TRapaa,2000.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,TRapa,TRapap,2000.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,TLapp,TLappa,2000.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,TLapa,TLapaa,2000.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
RMFR,G2a,G2ar,2240.0,,neuron,Ring motoneuron/interneuron.,,
RMFL,G2a,G2al,2240.0,,neuron,Ring motoneuron/interneuron.,,
hyp7,H2Lpp,H2Lppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rpppp,V4Rppp,V4Rpppp,2300.0,,,,,
V4Rpapp,V4Rpap,V4Rpapp,2300.0,,,,,
hyp7,V4Rpap,V4Rpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Lpap,V4Lpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Rpap,V3Rpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
H2Lppp,H2Lpp,H2Lppp,2300.0,,,,,
hyp7,V4Rppp,V4Rpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Lpapp,V4Lpap,V4Lpapp,2300.0,,,,,
V5Lpppp,V5Lppp,V5Lpppp,2300.0,,,,,
V2Lpapp,V2Lpap,V2Lpapp,2300.0,,,,,
hyp7,V2Lpap,V2Lpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rpppp,V1Rppp,V1Rpppp,2300.0,,,,,
hyp7,V1Rppp,V1Rpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rpapp,V1Rpap,V1Rpapp,2300.0,,,,,
hyp7,V1Rpap,V1Rpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V2Rpap,V2Rpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Rpapp,V2Rpap,V2Rpapp,2300.0,,,,,
V3Rpppp,V3Rppp,V3Rpppp,2300.0,,,,,
hyp7,V3Rppp,V3Rpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rpppp,V5Rppp,V5Rpppp,2300.0,,,,,
V3Lpppp,V3Lppp,V3Lpppp,2300.0,,,,,
V2Lpppp,V2Lppp,V2Lpppp,2300.0,,,,,
hyp7,V2Lppp,V2Lpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,H2Rpp,H2Rppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V5Rppp,V5Rpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Lpap,V3Lpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
H2Rppp,H2Rpp,H2Rppp,2300.0,,,,,
hyp7,V1Lppp,V1Lpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Lpppp,V1Lppp,V1Lpppp,2300.0,,,,,
V1Lpapp,V1Lpap,V1Lpapp,2300.0,,,,,
hyp7,V1Lpap,V1Lpapa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V2Rppp,V2Rpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Rpppp,V2Rppp,V2Rpppp,2300.0,,,,,
V3Rpapp,V3Rpap,V3Rpapp,2300.0,,,,,
hyp7,V4Lppp,V4Lpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V5Lppp,V5Lpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Lppp,V3Lpppa,2300.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Lpapp,V3Lpap,V3Lpapp,2300.0,,,,,
V4Lpppp,V4Lppp,V4Lpppp,2300.0,,,,,
hyp7,V6Rppp,V6Rpppa,2330.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6Rpap,V6Rpapa,2330.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Lpppp,V6Lppp,V6Lpppp,2330.0,,,,,
V6Rpapp,V6Rpap,V6Rpapp,2330.0,,,,,
V6Lpapp,V6Lpap,V6Lpapp,2330.0,,,,,
hyp7,V6Lppp,V6Lpppa,2330.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6Lpap,V6Lpapa,2330.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Rpppp,V6Rppp,V6Rpppp,2330.0,,,,,
H1Rapp,H1Rap,H1Rapp,2360.0,,,,,
H1Lapp,H1Lap,H1Lapp,2360.0,,,,,
hyp7,H1Rap,H1Rapa,2360.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,H1Lap,H1Lapa,2360.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1papa,Z1pap,Z1papa,2420.0,,,,,
Z1papp,Z1pap,Z1papp,2420.0,,,,,
Z4apap,Z4apa,Z4apap,2420.0,,,,,
Z4apaa,Z4apa,Z4apaa,2420.0,,,,,
gon herm dish A,Z1ap,Z1apa,2450.0,,epithelium,"Anterior epithelial sheath of distal gonad arm, no muscle fibers.",,
Z4paa,Z4pa,Z4paa,2450.0,,,,,
gon herm dish A,Z1paa,Z1paaa,2450.0,,epithelium,"Anterior epithelial sheath of distal gonad arm, no muscle fibers.",,
Z1paap,Z1paa,Z1paap,2450.0,,,,,
gon herm dish P,Z4app,Z4appp,2450.0,,epithelium,"Posterior epithelial sheath of distal gonad arm, no muscle fibers.",,
Z4appa,Z4app,Z4appa,2450.0,,,,,
Z1app,Z1ap,Z1app,2450.0,,,,,
gon herm dish P,Z4pa,Z4pap,2450.0,,epithelium,"Posterior epithelial sheath of distal gonad arm, no muscle fibers.",,
Z4aaaa,Z4aaa,Z4aaaa,2480.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4apapp,Z4apap,Z4apapp,2480.0,,,,,
Z4aaap,Z4aaa,Z4aaap,2480.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1ppaa,Z1ppa,Z1ppaa,2480.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4apapa,Z4apap,Z4apapa,2480.0,,,,,
Z4apaap,Z4apaa,Z4apaap,2480.0,,,,,
Z4aapp,Z4aap,Z4aapp,2480.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1ppap,Z1ppa,Z1ppap,2480.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aapa,Z4aap,Z4aapa,2480.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4apaaa,Z4apaa,Z4apaaa,2480.0,,,,,
Z1papaa,Z1papa,Z1papaa,2510.0,,,,,
Z1pappp,Z1papp,Z1pappp,2510.0,,,,,
Z1pappa,Z1papp,Z1pappa,2510.0,,,,,
Z1papap,Z1papa,Z1papap,2510.0,,,,,
P7pa,P7p,P7pa,2540.0,,,,,
P6pp,P6p,P6pp,2540.0,,,,,
hyp7,P3p,P3pp,2540.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P7pp,P7p,P7pp,2540.0,,,,,
Mvlpaap,Mvlpaa,Mvlpaap,2540.0,,,,,
hyp7,P3p,P3pa,2540.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P6pa,P6p,P6pa,2540.0,,,,,
hyp7,P4p,P4pa,2540.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P5pa,P5p,P5pa,2540.0,,,,,
hyp7,P4p,P4pp,2540.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P5pp,P5p,P5pp,2540.0,,,,,
Mvrpaap,Mvrpaa,Mvrpaap,2540.0,,,,,
hyp7,P8p,P8pa,2540.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,P8p,P8pp,2540.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Mvrpaaa,Mvrpaa,Mvrpaaa,2540.0,,,,,
Mvlpaaa,Mvlpaa,Mvlpaaa,2540.0,,,,,
Z4apaapp,Z4apaap,Z4apaapp,2630.0,,,,,
Z4paaa,Z4paa,Z4paaa,2630.0,,,,,
Z4appaa,Z4appa,Z4appaa,2630.0,,,,,
Z4apapaa,Z4apapa,Z4apapaa,2630.0,,,,,
Z4appap,Z4appa,Z4appap,2630.0,,,,,
Z4apapap,Z4apapa,Z4apapap,2630.0,,,,,
Z4paap,Z4paa,Z4paap,2630.0,,,,,
Z4apaapa,Z4apaap,Z4apaapa,2630.0,,,,,
Z4aapap,Z4aapa,Z4aapap,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aappp,Z4aapp,Z4aappp,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1pappap,Z1pappa,Z1pappap,2660.0,,,,,
Z1paapp,Z1paap,Z1paapp,2660.0,,,,,
P5pap,P5pa,P5pap,2660.0,,,,,
Z4aaapa,Z4aaap,Z4aaapa,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4apaaap,Z4apaaa,Z4apaaap,2660.0,,,,,
Z1ppaap,Z1ppaa,Z1ppaap,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
P7pap,P7pa,P7pap,2660.0,,,,,
P6ppp,P6pp,P6ppp,2660.0,,,,,
Z1ppapp,Z1ppap,Z1ppapp,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1papapp,Z1papap,Z1papapp,2660.0,,,,,
Z1ppapa,Z1ppap,Z1ppapa,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1ppaaa,Z1ppaa,Z1ppaaa,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1papaap,Z1papaa,Z1papaap,2660.0,,,,,
P6paa,P6pa,P6paa,2660.0,,,,,
Z1paapa,Z1paap,Z1paapa,2660.0,,,,,
Z4aaapp,Z4aaap,Z4aaapp,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
P5ppa,P5pp,P5ppa,2660.0,,,,,
Z1appp,Z1app,Z1appp,2660.0,,,,,
vulD,P5pp,P5ppp,2660.0,,repro,vulva,,
Z4apaaaa,Z4apaaa,Z4apaaaa,2660.0,,,,,
vulD,P7pa,P7paa,2660.0,,repro,vulva,,
Z1appa,Z1app,Z1appa,2660.0,,,,,
Z1papppa,Z1pappp,Z1papppa,2660.0,,,,,
Z4aaaap,Z4aaaa,Z4aaaap,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
P7ppp,P7pp,P7ppp,2660.0,,,,,
Z4apappp,Z4apapp,Z4apappp,2660.0,,,,,
P6ppa,P6pp,P6ppa,2660.0,,,,,
P7ppa,P7pp,P7ppa,2660.0,,,,,
P6pap,P6pa,P6pap,2660.0,,,,,
Z4apappa,Z4apapp,Z4apappa,2660.0,,,,,
Z4aapaa,Z4aapa,Z4aapaa,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aappa,Z4aapp,Z4aappa,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
P5paa,P5pa,P5paa,2660.0,,,,,
Z4aaaaa,Z4aaaa,Z4aaaaa,2660.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1pappaa,Z1pappa,Z1pappaa,2660.0,,,,,
Z1papapa,Z1papap,Z1papapa,2660.0,,,,,
Z1papaaa,Z1papaa,Z1papaaa,2660.0,,,,,
Z1papppp,Z1pappp,Z1papppp,2660.0,,,,,
Mvlpaaap,Mvlpaaa,Mvlpaaap,2690.0,,,,,
Mvrpaapp,Mvrpaap,Mvrpaapp,2690.0,,,,,
Mvrpaaaa,Mvrpaaa,Mvrpaaaa,2690.0,,,,,
Mvlpaaaa,Mvlpaaa,Mvlpaaaa,2690.0,,,,,
Mvlpaapp,Mvlpaap,Mvlpaapp,2690.0,,,,,
Mvrpaaap,Mvrpaaa,Mvrpaaap,2690.0,,,,,
Mvlpaapa,Mvlpaap,Mvlpaapa,2690.0,,,,,
Mvrpaapa,Mvrpaap,Mvrpaapa,2690.0,,,,,
vulA,P7ppp,P7pppa,2720.0,,repro,vulva,,
vulA,P5paa,P5paaa,2720.0,,repro,vulva,,
vulE,P6ppp,P6pppl,2720.0,,repro,vulva,,
vulA,P5paa,P5paap,2720.0,,repro,vulva,,
vulB,P5pap,P5papa,2720.0,,repro,vulva,,
vulE,P6paa,P6paal,2720.0,,repro,vulva,,
vulE,P6paa,P6paar,2720.0,,repro,vulva,,
vulB,P5pap,P5papp,2720.0,,repro,vulva,,
vulE,P6ppp,P6pppr,2720.0,,repro,vulva,,
vulA,P7ppp,P7pppp,2720.0,,repro,vulva,,
vulB,P7ppa,P7ppaa,2720.0,,repro,vulva,,
vulB,P7ppa,P7ppap,2720.0,,repro,vulva,,
vulC,P5ppa,P5ppar,2780.0,,repro,vulva,,
vulC,P7pap,P7papr,2780.0,,repro,vulva,,
vulC,P7pap,P7papl,2780.0,,repro,vulva,,
vulC,P5ppa,P5ppal,2780.0,,repro,vulva,,
vulF,P6ppa,P6ppal,2780.0,,repro,vulva,,
vulF,P6pap,P6papr,2780.0,,repro,vulva,,
vulF,P6pap,P6papl,2780.0,,repro,vulva,,
vulF,P6ppa,P6ppar,2780.0,,repro,vulva,,
Z4appaap,Z4appaa,Z4appaap,2810.0,,,,,
Z1apppa,Z1appp,Z1apppa,2810.0,,,,,
Z1paappa,Z1paapp,Z1paappa,2810.0,,,,,
Z4apaapaa,Z4apaapa,Z4apaapaa,2810.0,,,,,
Z4apaappp,Z4apaapp,Z4apaappp,2810.0,,,,,
Z4apapaaa,Z4apapaa,Z4apapaaa,2810.0,,,,,
Z4apapaap,Z4apapaa,Z4apapaap,2810.0,,,,,
Z1paapap,Z1paapa,Z1paapap,2810.0,,,,,
Z4paaaa,Z4paaa,Z4paaaa,2810.0,,,,,
Z1paapaa,Z1paapa,Z1paapaa,2810.0,,,,,
Z1apppp,Z1appp,Z1apppp,2810.0,,,,,
Z4apaapap,Z4apaapa,Z4apaapap,2810.0,,,,,
Z4paapp,Z4paap,Z4paapp,2810.0,,,,,
Z4paapa,Z4paap,Z4paapa,2810.0,,,,,
Z4appapa,Z4appap,Z4appapa,2810.0,,,,,
Z4paaap,Z4paaa,Z4paaap,2810.0,,,,,
Z1appap,Z1appa,Z1appap,2810.0,,,,,
Z4appapp,Z4appap,Z4appapp,2810.0,,,,,
Z1appaa,Z1appa,Z1appaa,2810.0,,,,,
Z4apaappa,Z4apaapp,Z4apaappa,2810.0,,,,,
Z4appaaa,Z4appaa,Z4appaaa,2810.0,,,,,
Z4apapapp,Z4apapap,Z4apapapp,2810.0,,,,,
Z1paappp,Z1paapp,Z1paappp,2810.0,,,,,
Z4apapapa,Z4apapap,Z4apapapa,2810.0,,,,,
se,V2Lpppp,V2Lppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1ppaapa,Z1ppaap,Z1ppaapa,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z4apaaaa,Z4apaaaav,2840.0,,repro,Anterior spermatheca.,,
hyp7,V2Rpapp,V2Rpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm vut,Z4aaapa,Z4aaapad,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
um2,Mvlpaaaa,Mvlpaaaaa,2840.0,,muscle,Hermaphrodite uterine muscle.,,
hyp7,V1Lpapp,V1Lpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm vut,Z4aaaap,Z4aaaapv,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaapp,Z4aaappd,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z4apaaaa,Z4apaaaad,2840.0,,repro,Anterior spermatheca.,,
Z4aapppp,Z4aappp,Z4aapppp,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm1,Mvrpaaap,Mvrpaaapp,2840.0,,muscle,Hermaphrodite vulval muscle.,,
se,V2Rpppp,V2Rppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,H2Rppp,H2Rpppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Lpapp,V3Lpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z4aapapa,Z4aapap,Z4aapapa,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
um2,Mvlpaapp,Mvlpaappp,2840.0,,muscle,Hermaphrodite uterine muscle.,,
hyp7,V2Rpppp,V2Rppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1ppaaap,Z1ppaaa,Z1ppaaap,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
um1,Mvlpaapp,Mvlpaappa,2840.0,,muscle,Hermaphrodite uterine muscle.,,
vm2,Mvlpaaap,Mvlpaaapa,2840.0,,muscle,Hermaphrodite vulval muscle.,,
um2,Mvrpaaaa,Mvrpaaaaa,2840.0,,muscle,Hermaphrodite uterine muscle.,,
vm1,Mvlpaaap,Mvlpaaapp,2840.0,,muscle,Hermaphrodite vulval muscle.,,
um1,Mvrpaaaa,Mvrpaaaap,2840.0,,muscle,Hermaphrodite uterine muscle.,,
Z4aaaaaa,Z4aaaaa,Z4aaaaaa,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm2,Mvrpaapa,Mvrpaapap,2840.0,,muscle,Hermaphrodite vulval muscle.,,
se,V1Lpppp,V1Lppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z4aapaa,Z4aapaad,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
hyp7,V1Rpapp,V1Rpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V1Rpapp,V1Rpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V1Rpppp,V1Rppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm vut,Z4aapaa,Z4aapaav,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
se,V1Rpppp,V1Rppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
se,H2Rppp,H2Rpppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1ppaaaa,Z1ppaaa,Z1ppaaaa,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm1,Mvrpaapa,Mvrpaapaa,2840.0,,muscle,Hermaphrodite vulval muscle.,,
Z4aapppa,Z4aappp,Z4aapppa,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z4apaaap,Z4apaaapv,2840.0,,repro,Anterior spermatheca.,,
se,V2Rpapp,V2Rpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
vm2,Mvrpaaap,Mvrpaaapa,2840.0,,muscle,Hermaphrodite vulval muscle.,,
se,V2Lpapp,V2Lpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V2Lpppp,V2Lppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
um1,Mvlpaaaa,Mvlpaaaap,2840.0,,muscle,Hermaphrodite uterine muscle.,,
gon herm vut,Z4aaapa,Z4aaapav,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
se,V4Lpapp,V4Lpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V4Lpppp,V4Lppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V4Lpppp,V4Lppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1pappapp,Z1pappap,Z1pappapp,2840.0,,,,,
hyp7,H2Lppp,H2Lpppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm vut,Z4aaaap,Z4aaaapd,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
se,V1Lpapp,V1Lpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z4aaapp,Z4aaappv,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppapa,Z1ppapav,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppapa,Z1ppapad,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm1,Mvlpaapa,Mvlpaapaa,2840.0,,muscle,Hermaphrodite vulval muscle.,,
hyp7,V1Lpppp,V1Lppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z4aaaaap,Z4aaaaa,Z4aaaaap,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
um1,Mvrpaapp,Mvrpaappa,2840.0,,muscle,Hermaphrodite uterine muscle.,,
se,H2Lppp,H2Lpppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V4Lpapp,V4Lpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1papapap,Z1papapa,Z1papapap,2840.0,,,,,
hyp7,V3Lpppp,V3Lppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1pappaaa,Z1pappaa,Z1pappaaa,2840.0,,,,,
Z1pappaap,Z1pappaa,Z1pappaap,2840.0,,,,,
se,V3Lpppp,V3Lppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z1ppapp,Z1ppappv,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppapp,Z1ppappd,2840.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
hyp7,V2Lpapp,V2Lpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V4Rpapp,V4Rpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V4Rpppp,V4Rppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Rpapp,V4Rpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Rpapp,V3Rpappa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
um2,Mvrpaapp,Mvrpaappp,2840.0,,muscle,Hermaphrodite uterine muscle.,,
